,UNIQUE_CARRIER_NAME,DATE,TOP1_DEST,TOP2_DEST,TOP3_DEST,TOP4_DEST,TOP5_DEST
616,Frontier Airlines Inc.,2017-05-01,"Denver, CO","Orlando, FL","Cleveland, OH","Cincinnati, OH","Philadelphia, PA"
617,Frontier Airlines Inc.,2017-06-01,"Denver, CO","Orlando, FL","Philadelphia, PA","Las Vegas, NV","Atlanta, GA"
618,Frontier Airlines Inc.,2017-07-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Cincinnati, OH","Philadelphia, PA"
619,Frontier Airlines Inc.,2017-08-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Cleveland, OH","Philadelphia, PA"
620,Frontier Airlines Inc.,2017-09-01,"Denver, CO","Las Vegas, NV","Orlando, FL","Cincinnati, OH","Cleveland, OH"
621,Frontier Airlines Inc.,2017-10-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Cincinnati, OH","Philadelphia, PA"
622,Frontier Airlines Inc.,2017-11-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Tampa, FL","Atlanta, GA"
623,Frontier Airlines Inc.,2017-12-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Fort Myers, FL","Miami, FL"
624,Frontier Airlines Inc.,2018-01-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Fort Myers, FL","Tampa, FL"
625,Frontier Airlines Inc.,2018-02-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Fort Myers, FL","Tampa, FL"
626,Frontier Airlines Inc.,2018-03-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Fort Myers, FL","Tampa, FL"
627,Frontier Airlines Inc.,2018-04-01,"Denver, CO","Orlando, FL","Austin, TX","Philadelphia, PA","Las Vegas, NV"
628,Frontier Airlines Inc.,2018-05-01,"Denver, CO","Austin, TX","Philadelphia, PA","Orlando, FL","Las Vegas, NV"
629,Frontier Airlines Inc.,2018-06-01,"Denver, CO","Austin, TX","Orlando, FL","Philadelphia, PA","Las Vegas, NV"
630,Frontier Airlines Inc.,2018-07-01,"Denver, CO","Orlando, FL","Austin, TX","Philadelphia, PA","Las Vegas, NV"
631,Frontier Airlines Inc.,2018-08-01,"Denver, CO","Orlando, FL","Austin, TX","San Antonio, TX","Las Vegas, NV"
632,Frontier Airlines Inc.,2018-09-01,"Denver, CO","Orlando, FL","Austin, TX","Las Vegas, NV","San Antonio, TX"
633,Frontier Airlines Inc.,2018-10-01,"Denver, CO","Orlando, FL","Austin, TX","Las Vegas, NV","San Antonio, TX"
634,Frontier Airlines Inc.,2018-11-01,"Denver, CO","Orlando, FL","Austin, TX","Las Vegas, NV","Raleigh/Durham, NC"
635,Frontier Airlines Inc.,2018-12-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Fort Myers, FL","Philadelphia, PA"
636,Frontier Airlines Inc.,2019-01-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Fort Myers, FL","Philadelphia, PA"
637,Frontier Airlines Inc.,2019-02-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Fort Myers, FL","Tampa, FL"
638,Frontier Airlines Inc.,2019-03-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Fort Myers, FL","Tampa, FL"
639,Frontier Airlines Inc.,2019-04-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Fort Myers, FL","Philadelphia, PA"
640,Frontier Airlines Inc.,2019-05-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Philadelphia, PA","Raleigh/Durham, NC"
641,Frontier Airlines Inc.,2019-06-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Philadelphia, PA","Raleigh/Durham, NC"
642,Frontier Airlines Inc.,2019-07-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Philadelphia, PA","Raleigh/Durham, NC"
643,Frontier Airlines Inc.,2019-08-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Philadelphia, PA","Raleigh/Durham, NC"
644,Frontier Airlines Inc.,2019-09-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Philadelphia, PA","Raleigh/Durham, NC"
645,Frontier Airlines Inc.,2019-10-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Philadelphia, PA","Austin, TX"
646,Frontier Airlines Inc.,2019-11-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Philadelphia, PA","Austin, TX"
647,Frontier Airlines Inc.,2019-12-01,"Denver, CO","Orlando, FL","Las Vegas, NV","Fort Myers, FL","Tampa, FL"
648,GoJet Airlines LLC d/b/a United Express,2014-01-01,"New York, NY","Chicago, IL","Washington, DC","Denver, CO","Detroit, MI"
649,GoJet Airlines LLC d/b/a United Express,2014-02-01,"New York, NY","Chicago, IL","Denver, CO","Washington, DC","Detroit, MI"
650,GoJet Airlines LLC d/b/a United Express,2014-03-01,"New York, NY","Chicago, IL","Denver, CO","Washington, DC","Detroit, MI"
651,GoJet Airlines LLC d/b/a United Express,2014-04-01,"New York, NY","Chicago, IL","Denver, CO","Detroit, MI","Washington, DC"
652,GoJet Airlines LLC d/b/a United Express,2014-05-01,"Chicago, IL","New York, NY","Denver, CO","Washington, DC","Detroit, MI"
653,GoJet Airlines LLC d/b/a United Express,2014-06-01,"Chicago, IL","New York, NY","Denver, CO","Detroit, MI","Washington, DC"
654,GoJet Airlines LLC d/b/a United Express,2014-07-01,"New York, NY","Chicago, IL","Denver, CO","Detroit, MI","Washington, DC"
655,GoJet Airlines LLC d/b/a United Express,2014-08-01,"Chicago, IL","New York, NY","Denver, CO","Detroit, MI","Washington, DC"
656,GoJet Airlines LLC d/b/a United Express,2014-09-01,"Chicago, IL","New York, NY","Detroit, MI","Denver, CO","Raleigh/Durham, NC"
657,GoJet Airlines LLC d/b/a United Express,2014-10-01,"Chicago, IL","New York, NY","Denver, CO","Detroit, MI","Raleigh/Durham, NC"
658,GoJet Airlines LLC d/b/a United Express,2014-11-01,"Chicago, IL","New York, NY","Denver, CO","Detroit, MI","Raleigh/Durham, NC"
659,GoJet Airlines LLC d/b/a United Express,2014-12-01,"New York, NY","Chicago, IL","Denver, CO","Detroit, MI","Raleigh/Durham, NC"
660,GoJet Airlines LLC d/b/a United Express,2015-01-01,"Chicago, IL","New York, NY","Denver, CO","Detroit, MI","Raleigh/Durham, NC"
661,GoJet Airlines LLC d/b/a United Express,2015-02-01,"Chicago, IL","New York, NY","Denver, CO","Detroit, MI","Raleigh/Durham, NC"
662,GoJet Airlines LLC d/b/a United Express,2015-03-01,"Chicago, IL","Denver, CO","New York, NY","Detroit, MI","Raleigh/Durham, NC"
663,GoJet Airlines LLC d/b/a United Express,2015-04-01,"Chicago, IL","New York, NY","Denver, CO","Detroit, MI","Raleigh/Durham, NC"
664,GoJet Airlines LLC d/b/a United Express,2015-05-01,"Chicago, IL","New York, NY","Denver, CO","Cincinnati, OH","Detroit, MI"
665,GoJet Airlines LLC d/b/a United Express,2015-06-01,"Chicago, IL","New York, NY","Denver, CO","Detroit, MI","Cincinnati, OH"
666,GoJet Airlines LLC d/b/a United Express,2015-07-01,"Chicago, IL","New York, NY","Denver, CO","Detroit, MI","Raleigh/Durham, NC"
667,GoJet Airlines LLC d/b/a United Express,2015-08-01,"Chicago, IL","New York, NY","Denver, CO","Raleigh/Durham, NC","Detroit, MI"
668,GoJet Airlines LLC d/b/a United Express,2015-09-01,"New York, NY","Chicago, IL","Denver, CO","Cincinnati, OH","Raleigh/Durham, NC"
669,GoJet Airlines LLC d/b/a United Express,2015-10-01,"New York, NY","Chicago, IL","Denver, CO","Detroit, MI","Cincinnati, OH"
670,GoJet Airlines LLC d/b/a United Express,2015-11-01,"New York, NY","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Cincinnati, OH"
671,GoJet Airlines LLC d/b/a United Express,2015-12-01,"New York, NY","Chicago, IL","Denver, CO","Detroit, MI","Raleigh/Durham, NC"
672,GoJet Airlines LLC d/b/a United Express,2016-01-01,"New York, NY","Chicago, IL","Denver, CO","Detroit, MI","Cincinnati, OH"
673,GoJet Airlines LLC d/b/a United Express,2016-02-01,"New York, NY","Chicago, IL","Detroit, MI","Denver, CO","Cincinnati, OH"
674,GoJet Airlines LLC d/b/a United Express,2016-03-01,"New York, NY","Chicago, IL","Denver, CO","Detroit, MI","Raleigh/Durham, NC"
675,GoJet Airlines LLC d/b/a United Express,2016-04-01,"New York, NY","Chicago, IL","Denver, CO","Detroit, MI","Raleigh/Durham, NC"
676,GoJet Airlines LLC d/b/a United Express,2016-05-01,"New York, NY","Chicago, IL","Denver, CO","Detroit, MI","Raleigh/Durham, NC"
677,GoJet Airlines LLC d/b/a United Express,2016-06-01,"New York, NY","Chicago, IL","Detroit, MI","Denver, CO","Raleigh/Durham, NC"
678,GoJet Airlines LLC d/b/a United Express,2016-07-01,"New York, NY","Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC"
679,GoJet Airlines LLC d/b/a United Express,2016-08-01,"New York, NY","Chicago, IL","Detroit, MI","Denver, CO","Cincinnati, OH"
680,GoJet Airlines LLC d/b/a United Express,2016-09-01,"Chicago, IL","Detroit, MI","New York, NY","Denver, CO","Raleigh/Durham, NC"
681,GoJet Airlines LLC d/b/a United Express,2016-10-01,"Chicago, IL","Detroit, MI","Denver, CO","New York, NY","Cincinnati, OH"
682,GoJet Airlines LLC d/b/a United Express,2016-11-01,"Detroit, MI","Chicago, IL","New York, NY","Denver, CO","Raleigh/Durham, NC"
683,GoJet Airlines LLC d/b/a United Express,2016-12-01,"Detroit, MI","Chicago, IL","Denver, CO","Minneapolis, MN","New York, NY"
684,GoJet Airlines LLC d/b/a United Express,2017-01-01,"Detroit, MI","Chicago, IL","Denver, CO","Minneapolis, MN","Raleigh/Durham, NC"
685,GoJet Airlines LLC d/b/a United Express,2017-02-01,"Chicago, IL","Detroit, MI","Denver, CO","Minneapolis, MN","Raleigh/Durham, NC"
686,GoJet Airlines LLC d/b/a United Express,2017-03-01,"Detroit, MI","Chicago, IL","Denver, CO","Minneapolis, MN","Raleigh/Durham, NC"
687,GoJet Airlines LLC d/b/a United Express,2017-04-01,"Chicago, IL","Detroit, MI","Denver, CO","Minneapolis, MN","Raleigh/Durham, NC"
688,GoJet Airlines LLC d/b/a United Express,2017-05-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Cincinnati, OH"
689,GoJet Airlines LLC d/b/a United Express,2017-06-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Minneapolis, MN"
690,GoJet Airlines LLC d/b/a United Express,2017-07-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Minneapolis, MN"
691,GoJet Airlines LLC d/b/a United Express,2017-08-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Minneapolis, MN"
692,GoJet Airlines LLC d/b/a United Express,2017-09-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Minneapolis, MN"
693,GoJet Airlines LLC d/b/a United Express,2017-10-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","New York, NY"
694,GoJet Airlines LLC d/b/a United Express,2017-11-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Cincinnati, OH"
695,GoJet Airlines LLC d/b/a United Express,2017-12-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Minneapolis, MN"
696,GoJet Airlines LLC d/b/a United Express,2018-01-01,"Detroit, MI","Chicago, IL","Raleigh/Durham, NC","Denver, CO","Minneapolis, MN"
697,GoJet Airlines LLC d/b/a United Express,2018-02-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Minneapolis, MN"
698,GoJet Airlines LLC d/b/a United Express,2018-03-01,"Detroit, MI","Chicago, IL","Denver, CO","Minneapolis, MN","Raleigh/Durham, NC"
699,GoJet Airlines LLC d/b/a United Express,2018-04-01,"Detroit, MI","Chicago, IL","Denver, CO","Minneapolis, MN","Raleigh/Durham, NC"
700,GoJet Airlines LLC d/b/a United Express,2018-05-01,"Detroit, MI","Chicago, IL","Denver, CO","Minneapolis, MN","Raleigh/Durham, NC"
701,GoJet Airlines LLC d/b/a United Express,2018-06-01,"Detroit, MI","Chicago, IL","Denver, CO","Minneapolis, MN","Raleigh/Durham, NC"
702,GoJet Airlines LLC d/b/a United Express,2018-07-01,"Detroit, MI","Chicago, IL","Minneapolis, MN","Denver, CO","Raleigh/Durham, NC"
703,GoJet Airlines LLC d/b/a United Express,2018-08-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Minneapolis, MN"
704,GoJet Airlines LLC d/b/a United Express,2018-09-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","St. Louis, MO"
705,GoJet Airlines LLC d/b/a United Express,2018-10-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Newark, NJ"
706,GoJet Airlines LLC d/b/a United Express,2018-11-01,"Detroit, MI","Chicago, IL","Denver, CO","Minneapolis, MN","Raleigh/Durham, NC"
707,GoJet Airlines LLC d/b/a United Express,2018-12-01,"Detroit, MI","Chicago, IL","Denver, CO","Minneapolis, MN","Raleigh/Durham, NC"
708,GoJet Airlines LLC d/b/a United Express,2019-01-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Minneapolis, MN"
709,GoJet Airlines LLC d/b/a United Express,2019-02-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Minneapolis, MN"
710,GoJet Airlines LLC d/b/a United Express,2019-03-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Minneapolis, MN"
711,GoJet Airlines LLC d/b/a United Express,2019-04-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Minneapolis, MN"
712,GoJet Airlines LLC d/b/a United Express,2019-05-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Cincinnati, OH"
713,GoJet Airlines LLC d/b/a United Express,2019-06-01,"Denver, CO","Detroit, MI","Chicago, IL","Raleigh/Durham, NC","Cincinnati, OH"
714,GoJet Airlines LLC d/b/a United Express,2019-07-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Cincinnati, OH"
715,GoJet Airlines LLC d/b/a United Express,2019-08-01,"Chicago, IL","Detroit, MI","Denver, CO","Raleigh/Durham, NC","Cincinnati, OH"
716,GoJet Airlines LLC d/b/a United Express,2019-09-01,"Detroit, MI","Chicago, IL","Denver, CO","Raleigh/Durham, NC","Cincinnati, OH"
717,GoJet Airlines LLC d/b/a United Express,2019-10-01,"Chicago, IL","Detroit, MI","Denver, CO","Raleigh/Durham, NC","Cincinnati, OH"
718,GoJet Airlines LLC d/b/a United Express,2019-11-01,"Chicago, IL","Detroit, MI","Denver, CO","Raleigh/Durham, NC","Cincinnati, OH"
719,GoJet Airlines LLC d/b/a United Express,2019-12-01,"Chicago, IL","Detroit, MI","Raleigh/Durham, NC","Denver, CO","Cincinnati, OH"
720,Grant Aviation,2014-01-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Alakanuk, AK","Emmonak, AK"
721,Grant Aviation,2014-02-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Alakanuk, AK","Emmonak, AK"
722,Grant Aviation,2014-03-01,"Bethel, AK","Emmonak, AK","King Salmon, AK","Alakanuk, AK","Dillingham, AK"
723,Grant Aviation,2014-04-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Kotlik, AK"
724,Grant Aviation,2014-05-01,"Bethel, AK","King Salmon, AK","Emmonak, AK","Dillingham, AK","Kotlik, AK"
725,Grant Aviation,2014-06-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Alakanuk, AK","Emmonak, AK"
726,Grant Aviation,2014-07-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Kotlik, AK"
727,Grant Aviation,2014-08-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Kotlik, AK"
728,Grant Aviation,2014-09-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Alakanuk, AK"
729,Grant Aviation,2014-10-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Alakanuk, AK"
730,Grant Aviation,2014-11-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Kotlik, AK"
731,Grant Aviation,2014-12-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Alakanuk, AK","Kotlik, AK"
732,Grant Aviation,2015-01-01,"Bethel, AK","King Salmon, AK","Emmonak, AK","Dillingham, AK","Alakanuk, AK"
733,Grant Aviation,2015-02-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Kotlik, AK","Kwigillingok, AK"
734,Grant Aviation,2015-03-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Toksook, AK","Emmonak, AK"
735,Grant Aviation,2015-04-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Newtok, AK","Toksook, AK"
736,Grant Aviation,2015-05-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Toksook, AK","Emmonak, AK"
737,Grant Aviation,2015-06-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Toksook, AK","Alakanuk, AK"
738,Grant Aviation,2015-07-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Nightmute, AK","Toksook, AK"
739,Grant Aviation,2015-08-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Toksook, AK"
740,Grant Aviation,2015-09-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Toksook, AK"
741,Grant Aviation,2015-10-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Toksook, AK","Emmonak, AK"
742,Grant Aviation,2015-11-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Toksook, AK"
743,Grant Aviation,2015-12-01,"Bethel, AK","Dillingham, AK","Emmonak, AK","King Salmon, AK","Alakanuk, AK"
744,Grant Aviation,2016-01-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Toksook, AK"
745,Grant Aviation,2016-02-01,"Bethel, AK","Dillingham, AK","Emmonak, AK","King Salmon, AK","Alakanuk, AK"
746,Grant Aviation,2016-03-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Toksook, AK"
747,Grant Aviation,2016-04-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Toksook, AK","Emmonak, AK"
748,Grant Aviation,2016-05-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Chefornak, AK"
749,Grant Aviation,2016-06-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Toksook, AK"
750,Grant Aviation,2016-07-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Toksook, AK"
751,Grant Aviation,2016-08-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Nightmute, AK"
752,Grant Aviation,2016-09-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Toksook, AK"
753,Grant Aviation,2016-10-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Toksook, AK"
754,Grant Aviation,2016-11-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Toksook, AK"
755,Grant Aviation,2016-12-01,"Bethel, AK","Dillingham, AK","Emmonak, AK","King Salmon, AK","Kotlik, AK"
756,Grant Aviation,2017-01-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Toksook, AK"
757,Grant Aviation,2017-02-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Kwigillingok, AK"
758,Grant Aviation,2017-03-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Toksook, AK"
759,Grant Aviation,2017-04-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Alakanuk, AK"
760,Grant Aviation,2017-05-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Nightmute, AK","Toksook, AK"
761,Grant Aviation,2017-06-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Nightmute, AK"
762,Grant Aviation,2017-07-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Alakanuk, AK"
763,Grant Aviation,2017-08-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Kotlik, AK"
764,Grant Aviation,2017-09-01,"Bethel, AK","Emmonak, AK","King Salmon, AK","Alakanuk, AK","Dillingham, AK"
765,Grant Aviation,2017-10-01,"Bethel, AK","Dillingham, AK","Emmonak, AK","King Salmon, AK","Alakanuk, AK"
766,Grant Aviation,2017-11-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Tuntutuliak, AK"
767,Grant Aviation,2017-12-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Emmonak, AK","Alakanuk, AK"
768,Grant Aviation,2018-01-01,"Bethel, AK","Emmonak, AK","King Salmon, AK","Dillingham, AK","Alakanuk, AK"
769,Grant Aviation,2018-02-01,"Bethel, AK","Emmonak, AK","Dillingham, AK","King Salmon, AK","Alakanuk, AK"
770,Grant Aviation,2018-03-01,"Bethel, AK","Emmonak, AK","Dillingham, AK","King Salmon, AK","Kotlik, AK"
771,Grant Aviation,2018-04-01,"Bethel, AK","Dillingham, AK","Emmonak, AK","King Salmon, AK","Toksook, AK"
772,Grant Aviation,2018-05-01,"Bethel, AK","King Salmon, AK","Emmonak, AK","Dillingham, AK","Alakanuk, AK"
773,Grant Aviation,2018-06-01,"Bethel, AK","King Salmon, AK","Emmonak, AK","Dillingham, AK","Kwigillingok, AK"
774,Grant Aviation,2018-07-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Toksook, AK"
775,Grant Aviation,2018-08-01,"Bethel, AK","King Salmon, AK","Emmonak, AK","Tuntutuliak, AK","Kwigillingok, AK"
776,Grant Aviation,2018-09-01,"Bethel, AK","King Salmon, AK","Emmonak, AK","Toksook, AK","Newtok, AK"
777,Grant Aviation,2018-10-01,"Bethel, AK","King Salmon, AK","Toksook, AK","Nightmute, AK","Tuntutuliak, AK"
778,Grant Aviation,2018-11-01,"Bethel, AK","King Salmon, AK","Emmonak, AK","Kasigluk, AK","Tuntutuliak, AK"
779,Grant Aviation,2018-12-01,"Bethel, AK","King Salmon, AK","Emmonak, AK","Dillingham, AK","Atmautluak, AK"
780,Grant Aviation,2019-01-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Kongiganak, AK"
781,Grant Aviation,2019-02-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Kongiganak, AK"
782,Grant Aviation,2019-03-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Toksook, AK"
783,Grant Aviation,2019-04-01,"Bethel, AK","King Salmon, AK","Tuntutuliak, AK","Emmonak, AK","Toksook, AK"
784,Grant Aviation,2019-05-01,"Bethel, AK","Toksook, AK","King Salmon, AK","Emmonak, AK","Dillingham, AK"
785,Grant Aviation,2019-06-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Toksook, AK","Emmonak, AK"
786,Grant Aviation,2019-07-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Toksook, AK","Emmonak, AK"
787,Grant Aviation,2019-08-01,"Bethel, AK","Dillingham, AK","King Salmon, AK","Toksook, AK","Emmonak, AK"
788,Grant Aviation,2019-09-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Toksook, AK","Newtok, AK"
789,Grant Aviation,2019-10-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Toksook, AK","Tununak, AK"
790,Grant Aviation,2019-11-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Toksook, AK"
791,Grant Aviation,2019-12-01,"Bethel, AK","King Salmon, AK","Dillingham, AK","Emmonak, AK","Toksook, AK"
792,JetBlue Airways,2014-01-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","San Juan, PR"
793,JetBlue Airways,2014-02-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","San Juan, PR"
794,JetBlue Airways,2014-03-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","San Juan, PR"
795,JetBlue Airways,2014-04-01,"New York, NY","Boston, MA","Orlando, FL","Fort Lauderdale, FL","San Juan, PR"
796,JetBlue Airways,2014-05-01,"New York, NY","Boston, MA","Orlando, FL","Fort Lauderdale, FL","San Juan, PR"
797,JetBlue Airways,2014-06-01,"New York, NY","Boston, MA","Orlando, FL","Fort Lauderdale, FL","Washington, DC"
798,JetBlue Airways,2014-07-01,"New York, NY","Boston, MA","Orlando, FL","Fort Lauderdale, FL","Washington, DC"
799,JetBlue Airways,2014-08-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
800,JetBlue Airways,2014-09-01,"New York, NY","Boston, MA","Orlando, FL","Fort Lauderdale, FL","Washington, DC"
801,JetBlue Airways,2014-10-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
802,JetBlue Airways,2014-11-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","San Juan, PR"
803,JetBlue Airways,2014-12-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","San Juan, PR"
804,JetBlue Airways,2015-01-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","San Juan, PR"
805,JetBlue Airways,2015-02-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
806,JetBlue Airways,2015-03-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
807,JetBlue Airways,2015-04-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
808,JetBlue Airways,2015-05-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","San Juan, PR"
809,JetBlue Airways,2015-06-01,"New York, NY","Boston, MA","Orlando, FL","Fort Lauderdale, FL","Washington, DC"
810,JetBlue Airways,2015-07-01,"New York, NY","Boston, MA","Orlando, FL","Fort Lauderdale, FL","Washington, DC"
811,JetBlue Airways,2015-08-01,"New York, NY","Boston, MA","Orlando, FL","Fort Lauderdale, FL","Washington, DC"
812,JetBlue Airways,2015-09-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
813,JetBlue Airways,2015-10-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
814,JetBlue Airways,2015-11-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
815,JetBlue Airways,2015-12-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
816,JetBlue Airways,2016-01-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","San Juan, PR"
817,JetBlue Airways,2016-02-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
818,JetBlue Airways,2016-03-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","San Juan, PR"
819,JetBlue Airways,2016-04-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","San Juan, PR"
820,JetBlue Airways,2016-05-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
821,JetBlue Airways,2016-06-01,"New York, NY","Boston, MA","Fort Lauderdale, FL","Orlando, FL","Washington, DC"
